#Release 14.7 - par P.20131013 (lin64)
#Copyright (c) 1995-2013 Xilinx, Inc.  All rights reserved.

#Fri Oct 21 10:07:33 2022

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       Datapath_map.ncd
#OUTPUT FILE:      Datapath_pad.csv
#PART TYPE:        xc6slx25t
#SPEED GRADE:      -3
#PACKAGE:          fgg484
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
P6,,,NC,,,,,,,,,,,,
P7,,,NC,,,,,,,,,,,,
P8,LHI,IOB,IO_L1N_VREF_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
P9,,,VCCINT,,,,,,,,1.2,,,,
P10,,,GND,,,,,,,,,,,,
P11,,,VCCINT,,,,,,,,1.2,,,,
P12,,,GND,,,,,,,,,,,,
P13,,,VCCINT,,,,,,,,1.2,,,,
P14,,,GND,,,,,,,,,,,,
P15,,,NC,,,,,,,,,,,,
P16,pc_addr<5>,IOB,IO_L60N_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
P17,,,NC,,,,,,,,,,,,
P18,,,NC,,,,,,,,,,,,
P19,pc_addr<13>,IOB,IO_L53P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
P20,pc_ext<15>,IOB,IO_L42P_GCLK7_M1UDM_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
P21,mem_addr<7>,IOB,IO_L46P_FCS_B_M1DQ2_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
P22,pc_addr<0>,IOB,IO_L46N_FOE_B_M1DQ3_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
R1,,IOBS,IO_L37N_M3DQ1_3,UNUSED,,3,,,,,,,,,
R2,,,VCCO_3,,,3,,,,,2.50,,,,
R3,ext_immB<15>,IOB,IO_L37P_M3DQ0_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
R4,,,NC,,,,,,,,,,,,
R5,,,GND,,,,,,,,,,,,
R6,,,VCCAUX,,,,,,,,2.5,,,,
R7,rf_op<1>,IOB,IO_L1P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
R8,rf_B<13>,IOB,IO_L59N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
R9,rf_B<12>,IOB,IO_L59P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
R10,,,VCCAUX,,,,,,,,2.5,,,,
R11,,,NC,,,,,,,,,,,,
R12,,,VCCAUX,,,,,,,,2.5,,,,
R13,alu_out<10>,IOB,IO_L12P_D1_MISO2_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
R14,,,VCCINT,,,,,,,,1.2,,,,
R15,,,NC,,,,,,,,,,,,
R16,,,NC,,,,,,,,,,,,
R17,,,NC,,,,,,,,,,,,
R18,,,GND,,,,,,,,,,,,
R19,pc_addr<4>,IOB,IO_L53N_VREF_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
R20,pc_addr<1>,IOB,IO_L47P_FWE_B_M1DQ0_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
R21,,,VCCO_1,,,1,,,,,2.50,,,,
R22,mem_addr<5>,IOB,IO_L47N_LDC_M1DQ1_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
T1,ext_immB<14>,IOB,IO_L36N_M3DQ9_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
T2,ext_immB<11>,IOB,IO_L36P_M3DQ8_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
T3,,,NC,,,,,,,,,,,,
T4,,,NC,,,,,,,,,,,,
T5,,,NC,,,,,,,,,,,,
T6,,,NC,,,,,,,,,,,,
T7,rf_addr<0>,IOB,IO_L64P_D8_2,INPUT,LVCMOS25*,2,,,,NONE,,UNLOCATED,NO,NONE,
T8,rf_B<11>,IOB,IO_L57P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
T9,,,VCCO_2,,,2,,,,,2.50,,,,
T10,rf_B<2>,IOB,IO_L46P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
T11,,,NC,,,,,,,,,,,,
T12,mem_dataout<13>,IOB,IO_L29P_GCLK3_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
T13,,,VCCO_2,,,2,,,,,2.50,,,,
T14,alu_out<11>,IOB,IO_L12N_D2_MISO3_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
T15,,,NC,,,,,,,,,,,,
T16,,,NC,,,,,,,,,,,,
T17,,,NC,,,,,,,,,,,,
T18,,,NC,,,,,,,,,,,,
T19,,,NC,,,,,,,,,,,,
T20,pc_addr<7>,IOB,IO_L59N_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
T21,mem_addr<6>,IOB,IO_L48P_HDC_M1DQ8_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
T22,pc_addr<11>,IOB,IO_L48N_M1DQ9_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
U1,ext_immB<10>,IOB,IO_L35N_M3DQ11_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
U2,,,GND,,,,,,,,,,,,
U3,ext_immB<13>,IOB,IO_L35P_M3DQ10_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
U4,,,NC,,,,,,,,,,,,
U5,,,VCCO_3,,,3,,,,,2.50,,,,
U6,rf_addr<1>,IOB,IO_L64N_D9_2,INPUT,LVCMOS25*,2,,,,NONE,,UNLOCATED,NO,NONE,
U7,,,GND,,,,,,,,,,,,
U8,rf_B<9>,IOB,IO_L57N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
U9,OutR<14>,IOB,IO_L50P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
U10,OutR<15>,IOB,IO_L46N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
U11,,,VCCAUX,,,,,,,,2.5,,,,
U12,rf_readB<0>,IOB,IO_L29N_GCLK2_2,INPUT,LVCMOS25*,2,,,,NONE,,UNLOCATED,NO,NONE,
U13,mem_dataout<2>,IOB,IO_L16N_VREF_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
U14,mem_dataout<1>,IOB,IO_L16P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
U15,,,NC,,,,,,,,,,,,
U16,,,NC,,,,,,,,,,,,
U17,,,NC,,,,,,,,,,,,
U18,,,VCCO_1,,,1,,,,,2.50,,,,
U19,pc_addr<6>,IOB,IO_L59P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
U20,pc_addr<8>,IOB,IO_L49P_M1DQ10_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
U21,,,GND,,,,,,,,,,,,
U22,pc_addr<14>,IOB,IO_L49N_M1DQ11_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
V1,ext_immB<12>,IOB,IO_L34N_M3UDQSN_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
V2,ext_immB<9>,IOB,IO_L34P_M3UDQS_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
V3,,,NC,,,,,,,,,,,,
V4,,,GND,,,,,,,,,,,,
V5,,,NC,,,,,,,,,,,,
V6,,,VCCAUX,,,,,,,,2.5,,,,
V7,rf_B<10>,IOB,IO_L58P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V8,,,VCCO_2,,,2,,,,,2.50,,,,
V9,rf_B<3>,IOB,IO_L50N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V10,,,GND,,,,,,,,,,,,
V11,OutR<6>,IOB,IO_L42P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V12,,,VCCO_2,,,2,,,,,2.50,,,,
V13,mem_dataout<5>,IOB,IO_L18P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V14,,,GND,,,,,,,,,,,,
V15,,,NC,,,,,,,,,,,,
V16,,,VCCO_2,,,2,,,,,2.50,,,,
V17,alu_out<2>,IOB,IO_L2P_CMPCLK_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V18,,,CMPCS_B_2,,,,,,,,,,,,
V19,add0_sub1,IOB,IO_L74P_AWAKE_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
V20,rf_op<0>,IOB,IO_L74N_DOUT_BUSY_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
V21,pc_addr<12>,IOB,IO_L50P_M1UDQS_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
V22,pc_addr<10>,IOB,IO_L50N_M1UDQSN_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
W1,ext_immB<8>,IOB,IO_L33N_M3DQ13_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
W2,,,VCCO_3,,,3,,,,,2.50,,,,
W3,C,IOB,IO_L33P_M3DQ12_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
W4,ext_immB<4>,IOB,IO_L2P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
W5,,,VCCO_2,,,2,,,,,2.50,,,,
W6,rf_B<14>,IOB,IO_L60P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W7,,,GND,,,,,,,,,,,,
W8,rf_B<8>,IOB,IO_L58N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W9,OutR<10>,IOB,IO_L48P_D7_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W10,rf_B<6>,IOB,IO_L44P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W11,OutR<3>,IOB,IO_L42N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W12,OutR<2>,IOB,IO_L40P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W13,mem_dataout<6>,IOB,IO_L18N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W14,mem_dataout<9>,IOB,IO_L20P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W15,mem_dataout<4>,IOB,IO_L17N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W16,,,GND,,,,,,,,,,,,
W17,alu_out<6>,IOB,IO_L5P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W18,alu_out<3>,IOB,IO_L2N_CMPMOSI_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W19,,,GND,,,,,,,,,,,,
W20,Z,IOB,IO_L51P_M1DQ12_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
W21,,,VCCO_1,,,1,,,,,2.50,,,,
W22,pc_addr<15>,IOB,IO_L51N_M1DQ13_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
Y1,V,IOB,IO_L32N_M3DQ15_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
Y2,mem_wen,IOB,IO_L32P_M3DQ14_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
Y3,ext_immB<2>,IOB,IO_L2N_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
Y4,rf_readA<0>,IOB,IO_L65P_INIT_B_2,INPUT,LVCMOS25*,2,,,,NONE,,UNLOCATED,NO,NONE,
Y5,rf_B<15>,IOB,IO_L62P_D5_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y6,ctro_outR,IOB,IO_L60N_2,INPUT,LVCMOS25*,2,,,,NONE,,UNLOCATED,NO,NONE,
Y7,rf_B<4>,IOB,IO_L47P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y8,rf_B<7>,IOB,IO_L48N_RDWR_B_VREF_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y9,OutR<8>,IOB,IO_L43P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y10,OutR<11>,IOB,IO_L44N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y11,OutR<0>,IOB,IO_L32P_GCLK29_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y12,OutR<7>,IOB,IO_L40N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y13,mem_dataout<15>,IOB,IO_L30P_GCLK1_D13_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y14,mem_dataout<10>,IOB,IO_L20N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y15,mem_dataout<11>,IOB,IO_L21P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y16,mem_dataout<3>,IOB,IO_L17P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y17,alu_out<15>,IOB,IO_L15P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y18,alu_out<7>,IOB,IO_L5N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y19,alu_out<12>,IOB,IO_L13P_M1_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y20,alu_out<0>,IOB,IO_L1P_CCLK_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y21,pc_addr<9>,IOB,IO_L52P_M1DQ14_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
Y22,N,IOB,IO_L52N_M1DQ15_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,

# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
# 
#* Default value.
#** This default Pullup/Pulldown value can be overridden in Bitgen. 
#****** Special VCCO requirements may apply. Please consult the device 
#       family datasheet for specific guideline on VCCO requirements. 
#
#
#
